Year		Days with AQI	Good Days	Moderate Days	Unhealthy for Sensitive Groups Days	Unhealthy Days	Very Unhealthy Days	Hazardous Days	Max AQI	90th Percentile AQI	Median AQI	Days CO	Days NO2	Days Ozone	Days PM2.5	Days PM10	Total Average Percentage of EV Sales	Total Average Percentage of Vehicle Sales	Total Average Percentage of Non-EV Vehicle Sales
2010	MI	240.82142857142858	184.5	52.67857142857143	3.5357142857142856	0.10714285714285714	0.0	0.0	119.46428571428571	65.60714285714286	38.32142857142857	0.03571428571428571	1.6071428571428572	179.14285714285714	59.892857142857146	0.14285714285714285	0.06961444227301516	3.8955376602375775	3.8259232179645624
2010	MN	284.5238095238095	227.42857142857142	55.19047619047619	1.9047619047619047	0.0	0.0	0.0	106.57142857142857	56.095238095238095	33.142857142857146	0.8571428571428571	10.857142857142858	109.04761904761905	160.52380952380952	3.238095238095238	0.06837207107181163	3.3497448586914764	3.2813727876196648
2010	MO	288.9047619047619	189.0952380952381	92.9047619047619	6.619047619047619	0.2857142857142857	0.0	0.0	126.23809523809524	75.19047619047619	43.904761904761905	0.3333333333333333	12.476190476190476	159.23809523809524	104.57142857142857	12.285714285714286	0.05391665302754142	3.2721483755562835	3.218231722528742
2010	MS	294.6923076923077	192.07692307692307	99.07692307692308	3.5384615384615383	0.0	0.0	0.0	114.07692307692308	64.84615384615384	44.30769230769231	0.0	6.230769230769231	125.3076923076923	163.15384615384616	0.0	0.03067463166298458	3.445196338103473	3.4145217064404885
2010	MT	286.3157894736842	235.73684210526315	45.78947368421053	4.2631578947368425	0.5263157894736842	0.0	0.0	100.21052631578948	52.10526315789474	27.894736842105264	3.1052631578947367	1.368421052631579	58.473684210526315	191.68421052631578	31.68421052631579	0.04094132288972031	2.5228517160401305	2.48191039315041
2010	NC	280.8888888888889	181.57777777777778	93.68888888888888	5.377777777777778	0.24444444444444444	0.0	0.0	120.31111111111112	71.42222222222222	44.08888888888889	0.0	0.6222222222222222	150.88888888888889	129.24444444444444	0.13333333333333333	0.09432502218547205	3.4989081619704887	3.4045831397850166
2010	ND	304.1111111111111	268.44444444444446	35.55555555555556	0.1111111111111111	0.0	0.0	0.0	87.66666666666667	47.666666666666664	34.44444444444444	0.2222222222222222	15.222222222222221	225.0	60.77777777777778	2.888888888888889	0.027692501514867483	3.2954285969498494	3.267736095434982
2010	NE	210.27272727272728	175.0	34.0	1.1818181818181819	0.09090909090909091	0.0	0.0	101.18181818181819	50.54545454545455	29.818181818181817	9.0	0.0	70.36363636363636	84.63636363636364	46.27272727272727	0.035845086495523745	3.0507013199166977	3.014856233421174
2010	NH	324.42857142857144	265.85714285714283	55.142857142857146	3.2857142857142856	0.14285714285714285	0.0	0.0	124.0	60.42857142857143	38.285714285714285	0.14285714285714285	1.4285714285714286	263.7142857142857	59.0	0.14285714285714285	0.15946026512508102	4.71399323297421	4.554532967849129
2010	NJ	346.9375	238.6875	92.3125	13.625	2.25	0.0625	0.0	161.8125	79.8125	40.8125	6.4375	30.875	219.125	90.0	0.5	0.12730368212909063	4.446581638389924	4.319277956260834
2010	NM	274.44444444444446	217.0	55.388888888888886	1.4444444444444444	0.16666666666666666	0.1111111111111111	0.3333333333333333	140.27777777777777	44.611111111111114	30.333333333333332	0.0	4.444444444444445	164.33333333333334	71.66666666666667	34.0	0.0866195829164112	3.1264924516822687	3.0398728687658574
2010	NV	291.8	235.8	52.0	4.0	0.0	0.0	0.0	98.6	55.2	32.6	33.9	6.6	149.8	12.5	89.0	0.0682108543116832	2.756657709659297	2.6884468553476135
2010	NY	357.4117647058824	284.8235294117647	65.94117647058823	6.176470588235294	0.4411764705882353	0.029411764705882353	0.0	130.41176470588235	61.94117647058823	37.11764705882353	0.5	12.676470588235293	260.70588235294116	83.52941176470588	0.0	0.12219579742995004	4.513251016388427	4.391055218958477
2010	OH	297.925	166.15	121.45	9.9	0.425	0.0	0.0	134.15	77.85	46.375	0.2	3.275	161.275	122.75	10.425	0.06965390403787934	3.726709289470672	3.6570553854327925
2010	OK	321.9166666666667	236.79166666666666	83.16666666666667	1.9166666666666667	0.041666666666666664	0.0	0.0	108.79166666666667	63.375	40.25	0.0	1.9166666666666667	215.58333333333334	92.91666666666667	11.5	0.04341067572164471	3.497996430512675	3.4545857547910304
2010	OR	357.75	308.0416666666667	48.666666666666664	0.9166666666666666	0.125	0.0	0.0	108.33333333333333	52.458333333333336	25.416666666666668	0.041666666666666664	0.4583333333333333	54.375	302.5416666666667	0.3333333333333333	0.1445403932606242	2.650040429807405	2.5055000365467808
2010	PA	334.8333333333333	202.86111111111111	118.30555555555556	12.38888888888889	1.2777777777777777	0.0	0.0	150.58333333333334	80.16666666666667	45.166666666666664	1.0833333333333333	11.694444444444445	169.61111111111111	135.72222222222223	16.72222222222222	0.07566867236980737	3.9122039094374066	3.8365352370675994
2010	RI	310.0	242.33333333333334	60.666666666666664	6.333333333333333	0.6666666666666666	0.0	0.0	143.33333333333334	68.33333333333333	39.333333333333336	0.0	11.666666666666666	186.33333333333334	111.66666666666667	0.3333333333333333	0.17987864860598304	4.7810295345939995	4.601150885988017
2010	SC	325.5	243.95	78.5	3.05	0.0	0.0	0.0	110.95	64.15	40.75	0.0	0.8	239.2	66.05	19.45	0.0572785092581909	3.218663104701933	3.1613845954437423
2010	SD	337.44444444444446	288.44444444444446	48.44444444444444	0.4444444444444444	0.1111111111111111	0.0	0.0	105.66666666666667	56.0	34.666666666666664	0.0	0.7777777777777778	187.22222222222223	91.33333333333333	58.111111111111114	0.029854110159065337	2.931949095496479	2.902094985337414
2010	TN	275.0416666666667	188.25	78.08333333333333	8.625	0.08333333333333333	0.0	0.0	114.625	71.875	41.291666666666664	0.3333333333333333	28.291666666666668	175.29166666666666	44.333333333333336	26.791666666666668	0.05977479411861557	3.219739038238636	3.15996424412002
2010	TX	339.06666666666666	260.6	72.17777777777778	5.5777777777777775	0.7111111111111111	0.0	0.0	119.31111111111112	61.75555555555555	38.2	0.08888888888888889	3.8222222222222224	198.24444444444444	136.0888888888889	0.8222222222222222	0.04604585819828444	3.896919953172933	3.8508740949746487
2010	UT	307.53846153846155	191.84615384615384	102.6923076923077	9.0	2.8461538461538463	1.0769230769230769	0.07692307692307693	167.3846153846154	72.0	41.61538461538461	0.0	20.923076923076923	188.23076923076923	94.6923076923077	3.6923076923076925	0.07923601572395826	2.8663152286853646	2.787079212961406
2010	VA	238.0	172.02564102564102	60.92307692307692	4.410256410256411	0.6410256410256411	0.0	0.0	113.71794871794872	62.05128205128205	36.05128205128205	2.7948717948717947	35.666666666666664	131.5897435897436	57.46153846153846	10.487179487179487	0.1234615224882988	3.7245717154597697	3.601110192971471
2010	VT	364.6666666666667	293.6666666666667	69.33333333333333	1.3333333333333333	0.3333333333333333	0.0	0.0	123.0	60.333333333333336	34.333333333333336	0.6666666666666666	25.666666666666668	170.0	168.33333333333334	0.0	0.1929048685043509	4.748419342066659	4.555514473562308
2010	WA	353.73333333333335	317.8	35.333333333333336	0.43333333333333335	0.1	0.06666666666666667	0.0	86.76666666666667	46.6	23.766666666666666	0.13333333333333333	0.4	46.9	301.73333333333335	4.566666666666666	0.1492251199724497	2.741993626247558	2.5927685062751085
2010	WI	236.96969696969697	193.72727272727272	40.18181818181818	2.696969696969697	0.36363636363636365	0.0	0.0	115.57575757575758	60.15151515151515	37.90909090909091	0.0	1.393939393939394	185.57575757575756	49.666666666666664	0.3333333333333333	0.09285186180698049	3.6727216835328136	3.579869821725833
2010	WV	265.93333333333334	177.2	84.6	4.0	0.13333333333333333	0.0	0.0	122.26666666666667	69.66666666666667	43.333333333333336	1.2666666666666666	0.0	141.0	95.0	28.666666666666668	0.03856088986103011	3.5906840351588136	3.5521231452977835
2010	WY	276.0	221.66666666666666	53.55555555555556	0.7777777777777778	0.0	0.0	0.0	89.05555555555556	49.833333333333336	32.111111111111114	0.2222222222222222	3.9444444444444446	166.44444444444446	33.05555555555556	72.33333333333333	0.0526102175627407	3.169364166669063	3.116753949106322
2011	AK	274.5	235.25	34.875	3.625	0.625	0.125	0.0	98.25	44.625	22.375	2.125	0.0	75.625	176.25	20.5	0.017002487921228146	3.0735892504214855	3.0565867625002574
2011	AL	248.52631578947367	171.78947368421052	72.42105263157895	3.9473684210526314	0.3684210526315789	0.0	0.0	111.52631578947368	69.42105263157895	42.78947368421053	0.10526315789473684	0.0	158.6315789473684	85.05263157894737	4.7368421052631575	0.03084982351338881	3.680082081594751	3.649232258081362
2011	AR	202.23529411764707	139.88235294117646	59.11764705882353	3.1176470588235294	0.11764705882352941	0.0	0.0	98.23529411764706	63.94117647058823	42.76470588235294	0.0	3.0	108.76470588235294	90.47058823529412	0.0	0.03048969166827599	3.9295862642824257	3.8990965726141495
2011	AZ	320.61538461538464	185.69230769230768	114.53846153846153	16.076923076923077	2.076923076923077	1.0	1.2307692307692308	312.7692307692308	80.6923076923077	45.84615384615385	0.0	3.1538461538461537	173.92307692307693	27.846153846153847	115.6923076923077	0.05272861668794227	2.948668837068053	2.895940220380111
2011	CA	345.74074074074076	193.27777777777777	120.37037037037037	24.333333333333332	7.018518518518518	0.37037037037037035	0.37037037037037035	471.037037037037	88.44444444444444	49.425925925925924	0.2777777777777778	6.907407407407407	197.46296296296296	129.25925925925927	11.833333333333334	0.1460666447228781	3.4594685038407404	3.3134018591178624
2011	CO	285.15625	190.53125	85.34375	8.8125	0.40625	0.03125	0.03125	129.625	66.34375	38.8125	0.4375	7.96875	194.40625	17.6875	64.65625	0.04234212493858748	3.49056288544443	3.4482207605058424
2011	CT	281.375	222.125	50.875	5.875	2.5	0.0	0.0	164.0	65.75	39.5	7.625	25.0	190.0	58.75	0.0	0.09325458362751654	5.012568098587186	4.919313514959669
2011	DE	365.0	250.0	102.0	10.666666666666666	2.3333333333333335	0.0	0.0	177.0	75.0	44.0	0.0	0.3333333333333333	271.3333333333333	93.33333333333333	0.0	0.0982820898829944	4.928235340715849	4.829953250832855
2011	FL	347.8421052631579	276.1842105263158	68.15789473684211	3.3157894736842106	0.18421052631578946	0.0	0.0	116.57894736842105	58.55263157894737	38.71052631578947	0.05263157894736842	0.39473684210526316	227.8684210526316	109.73684210526316	9.789473684210526	0.07604692992925144	4.234449046449656	4.158402116520405
2011	GA	292.6875	166.84375	117.625	7.78125	0.4375	0.0	0.0	128.625	75.65625	46.71875	0.03125	4.53125	113.9375	172.875	1.3125	0.041464919466598284	3.7055659047723246	3.6641009853057263
2011	HI	331.0	251.0	79.75	0.25	0.0	0.0	0.0	75.75	48.75	32.25	1.25	13.5	32.5	282.25	1.5	0.10019935145710986	2.5609788340326842	2.460779482575574
2011	IA	267.65	179.4	88.05	0.2	0.0	0.0	0.0	94.85	62.55	41.2	0.0	0.3	81.0	163.45	22.9	0.03691788488193901	4.093874155709678	4.0569562708277385
2011	ID	315.3125	275.3125	37.125	2.5	0.375	0.0	0.0	93.125	47.5	25.4375	0.6875	0.625	60.6875	193.0625	60.25	0.03767389410599056	2.910690692186775	2.8730167980807844
2011	IL	332.0	248.43478260869566	78.43478260869566	4.391304347826087	0.7391304347826086	0.0	0.0	134.56521739130434	63.08695652173913	40.65217391304348	4.739130434782608	2.652173913043478	253.6086956521739	70.73913043478261	0.2608695652173913	0.04971933958122954	4.558359013138014	4.508639673556784
2011	IN	247.72972972972974	149.05405405405406	92.78378378378379	5.513513513513513	0.3783783783783784	0.0	0.0	127.70270270270271	74.0	45.67567567567568	1.4594594594594594	1.054054054054054	122.02702702702703	121.94594594594595	1.2432432432432432	0.051950733252315875	4.027930984575319	3.9759802513230027
2011	KS	274.5	202.64285714285714	65.21428571428571	6.571428571428571	0.07142857142857142	0.0	0.0	120.07142857142857	65.21428571428571	35.357142857142854	0.07142857142857142	8.714285714285714	185.07142857142858	46.214285714285715	34.42857142857143	0.03279871401220767	3.855901992504921	3.8231032784927135
2011	KY	290.4	205.23333333333332	80.23333333333333	4.5	0.43333333333333335	0.0	0.0	124.73333333333333	67.96666666666667	42.233333333333334	0.1	3.1	190.73333333333332	94.2	2.2666666666666666	0.03704793559629002	3.8831489659561385	3.8461010303598484
2011	LA	338.3181818181818	229.54545454545453	99.0909090909091	8.909090909090908	0.7727272727272727	0.0	0.0	137.4090909090909	71.36363636363636	42.27272727272727	0.0	2.1363636363636362	212.04545454545453	123.68181818181819	0.45454545454545453	0.02115519561827484	4.681462515984778	4.6603073203665035
2011	MA	329.75	245.66666666666666	79.5	3.9166666666666665	0.5833333333333334	0.08333333333333333	0.0	142.08333333333334	62.083333333333336	40.083333333333336	0.08333333333333333	9.166666666666666	176.08333333333334	144.41666666666666	0.0	0.13504728074417832	5.458325277416714	5.323277996672536
2011	MD	304.6	191.0	98.26666666666667	12.2	2.933333333333333	0.2	0.0	166.13333333333333	82.0	45.266666666666666	0.6	7.0	181.73333333333332	114.86666666666666	0.4	0.1132705777648879	5.0699141563095065	4.956643578544619
2011	ME	273.9166666666667	247.5	25.083333333333332	1.0833333333333333	0.25	0.0	0.0	104.33333333333333	49.333333333333336	33.083333333333336	0.0	1.5833333333333333	210.41666666666666	58.333333333333336	3.5833333333333335	0.08602215329412284	4.80721130524902	4.721189151954897
2011	MI	245.07142857142858	192.64285714285714	46.07142857142857	5.571428571428571	0.7857142857142857	0.0	0.0	140.75	64.92857142857143	37.67857142857143	0.0	1.5357142857142858	178.5	64.85714285714286	0.17857142857142858	0.04104246858004154	4.180097671348898	4.139055202768857
2011	MN	282.4761904761905	229.8095238095238	51.523809523809526	1.0952380952380953	0.047619047619047616	0.0	0.0	100.76190476190476	54.57142857142857	33.95238095238095	0.9523809523809523	3.142857142857143	119.28571428571429	154.71428571428572	4.380952380952381	0.038007062621850635	4.028915736741146	3.990908674119295
2011	MO	291.5238095238095	188.8095238095238	93.0	8.904761904761905	0.8095238095238095	0.0	0.0	137.0952380952381	75.04761904761905	44.95238095238095	0.0	4.0	176.52380952380952	96.0952380952381	14.904761904761905	0.038025921179658334	3.6990569326348366	3.661031011455178
2011	MS	292.3076923076923	195.69230769230768	94.07692307692308	2.5384615384615383	0.0	0.0	0.0	107.15384615384616	65.07692307692308	43.38461538461539	0.0	6.3076923076923075	124.76923076923077	161.23076923076923	0.0	0.02179732832629377	3.8604860534222523	3.8386887250959587
2011	MT	285.3888888888889	233.05555555555554	48.0	3.8333333333333335	0.5	0.0	0.0	95.83333333333333	49.666666666666664	27.5	1.3888888888888888	1.5555555555555556	65.16666666666667	182.94444444444446	34.333333333333336	0.018739644331066445	3.276493359493086	3.2577537151620195
2011	NC	278.8666666666667	184.66666666666666	89.11111111111111	4.7555555555555555	0.3333333333333333	0.0	0.0	120.0	71.17777777777778	43.733333333333334	0.0	0.37777777777777777	150.26666666666668	128.22222222222223	0.0	0.06426926068876955	3.956380974861402	3.8921117141726325
2011	ND	346.375	318.375	27.875	0.0	0.0	0.125	0.0	97.25	49.125	36.625	0.25	5.625	249.875	83.25	7.375	0.012536163573472228	4.579691964397128	4.567155800823656
2011	NE	218.72727272727272	176.1818181818182	42.09090909090909	0.45454545454545453	0.0	0.0	0.0	88.54545454545455	51.81818181818182	30.272727272727273	10.181818181818182	0.0	67.72727272727273	99.0909090909091	41.72727272727273	0.020890026719300223	3.765106095472669	3.744216068753369
2011	NH	324.14285714285717	257.2857142857143	65.14285714285714	1.4285714285714286	0.2857142857142857	0.0	0.0	117.85714285714286	59.714285714285715	39.142857142857146	0.8571428571428571	0.0	243.71428571428572	79.57142857142857	0.0	0.10425722701335405	5.340249597137515	5.23599237012416
2011	NJ	349.875	250.75	88.0625	9.1875	1.875	0.0	0.0	158.0	68.25	41.4375	3.1875	29.875	191.5625	124.25	1.0	0.08034622526337724	4.832031652424924	4.751685427161546
2011	NM	273.0	196.44444444444446	70.88888888888889	4.833333333333333	0.3333333333333333	0.1111111111111111	0.3888888888888889	175.61111111111111	55.94444444444444	32.611111111111114	0.0	5.111111111111111	157.05555555555554	76.27777777777777	34.55555555555556	0.05139880592173239	3.5311691410976533	3.479770335175921
2011	NV	300.1	235.6	58.1	6.2	0.2	0.0	0.0	110.4	53.5	33.0	33.5	5.4	148.7	16.9	95.6	0.038878553098865044	3.2936958814842754	3.2548173283854105
2011	NY	345.7352941176471	281.3529411764706	60.5	3.2941176470588234	0.5588235294117647	0.029411764705882353	0.0	130.6764705882353	55.76470588235294	37.5	1.1176470588235294	9.941176470588236	240.05882352941177	94.61764705882354	0.0	0.08065051251406707	5.109813749778595	5.029163237264528
2011	OH	299.1025641025641	190.3846153846154	99.0	9.051282051282051	0.6666666666666666	0.0	0.0	134.82051282051282	73.56410256410257	42.64102564102564	1.3076923076923077	3.5128205128205128	150.64102564102564	134.69230769230768	8.948717948717949	0.04812074463725049	4.291250535000039	4.243129790362788
2011	OK	328.04347826086956	199.34782608695653	108.6086956521739	19.130434782608695	0.9565217391304348	0.0	0.0	146.04347826086956	86.56521739130434	45.26086956521739	0.0	3.652173913043478	242.34782608695653	64.8695652173913	17.17391304347826	0.028197827561373907	4.323112034860198	4.294914207298825
2011	OR	328.36	266.84	57.68	3.4	0.44	0.0	0.0	117.4	59.96	25.84	0.0	0.12	52.84	275.2	0.2	0.08582676810360855	2.9859477400617784	2.9001209719581698
2011	PA	344.97297297297297	219.86486486486487	116.64864864864865	7.8108108108108105	0.6486486486486487	0.0	0.0	135.13513513513513	70.51351351351352	44.432432432432435	0.16216216216216217	6.378378378378378	184.02702702702703	147.78378378378378	6.621621621621622	0.053557167973521426	4.575111905418053	4.521554737444531
2011	RI	314.6666666666667	243.66666666666666	64.66666666666667	6.333333333333333	0.0	0.0	0.0	140.0	68.66666666666667	40.0	0.0	3.6666666666666665	211.66666666666666	99.33333333333333	0.0	0.11091594722120184	4.973401518050382	4.86248557082918
2011	SC	295.5	205.3	86.05	3.95	0.2	0.0	0.0	119.7	66.9	42.9	0.0	1.25	185.8	89.45	19.0	0.04452854174864639	3.583041508853891	3.5385129671052447
2011	SD	334.0	296.22222222222223	37.44444444444444	0.3333333333333333	0.0	0.0	0.0	87.11111111111111	52.0	33.888888888888886	0.0	9.666666666666666	190.66666666666666	79.44444444444444	54.22222222222222	0.023851250830107893	3.7993323660137506	3.7754811151836427
2011	TN	284.1666666666667	201.08333333333334	76.04166666666667	6.666666666666667	0.375	0.0	0.0	116.08333333333333	68.04166666666667	40.208333333333336	0.20833333333333334	32.666666666666664	183.625	41.625	26.041666666666668	0.04350252745468394	3.5513778499186857	3.5078753224640016
2011	TX	334.8666666666667	227.93333333333334	92.86666666666666	12.11111111111111	1.9111111111111112	0.044444444444444446	0.0	146.73333333333332	77.42222222222222	41.51111111111111	0.022222222222222223	4.022222222222222	202.62222222222223	126.88888888888889	1.3111111111111111	0.0341390980611418	4.940607861741082	4.90646876367994
2011	UT	310.1333333333333	200.4	99.46666666666667	7.466666666666667	2.2	0.6	0.0	134.93333333333334	70.13333333333334	41.8	0.0	23.8	219.93333333333334	65.13333333333334	1.2666666666666666	0.04286376075102001	3.3680048792492143	3.3251411184981943
2011	VA	252.71052631578948	199.60526315789474	49.31578947368421	3.3684210526315788	0.42105263157894735	0.0	0.0	105.21052631578948	56.21052631578947	33.31578947368421	0.5526315789473685	43.21052631578947	127.65789473684211	70.13157894736842	11.157894736842104	0.08342319346771424	4.14657835625282	4.0631551627851055
2011	VT	274.0	206.0	65.75	2.25	0.0	0.0	0.0	93.0	49.25	31.0	2.25	3.25	107.5	161.0	0.0	0.10514173564678979	5.36533385442951	5.2601921187827205
2011	WA	348.2	301.43333333333334	44.766666666666666	1.5666666666666667	0.43333333333333335	0.0	0.0	98.53333333333333	50.666666666666664	24.266666666666666	0.3333333333333333	1.0666666666666667	45.8	291.96666666666664	9.033333333333333	0.08034104653078424	2.9856214747013654	2.905280428170581
2011	WI	240.6	191.16666666666666	46.03333333333333	3.0	0.36666666666666664	0.03333333333333333	0.0	122.2	58.766666666666666	37.36666666666667	0.0	0.6666666666666666	177.83333333333334	59.8	2.3	0.05362765218160253	4.225795104654428	4.172167452472825
2011	WV	257.6666666666667	191.66666666666666	63.666666666666664	2.1333333333333333	0.2	0.0	0.0	111.6	64.66666666666667	39.4	2.2666666666666666	0.0	138.06666666666666	94.46666666666667	22.866666666666667	0.03086931738856091	4.604976572165517	4.574107254776957
2011	WY	294.94444444444446	230.11111111111111	62.94444444444444	1.5555555555555556	0.16666666666666666	0.16666666666666666	0.0	98.5	53.44444444444444	34.22222222222222	0.3333333333333333	3.7777777777777777	187.88888888888889	32.27777777777778	70.66666666666667	0.030693583890679752	4.204526158912678	4.173832575021998
2012	AK	301.25	258.75	36.5	2.625	3.125	0.25	0.0	96.25	50.875	22.0	1.375	0.0	95.5	153.25	51.125	0.031238674252002857	3.0192444638933695	2.9880057896413668
2012	AL	263.5882352941176	201.1764705882353	58.64705882352941	3.5294117647058822	0.23529411764705882	0.0	0.0	110.23529411764706	62.1764705882353	40.11764705882353	0.0	0.0	174.64705882352942	85.3529411764706	3.588235294117647	0.055055633662182836	3.9237804804385408	3.8687248467763578
2012	AR	207.07142857142858	146.64285714285714	56.57142857142857	3.5714285714285716	0.2857142857142857	0.0	0.0	103.42857142857143	64.42857142857143	40.857142857142854	0.0	2.642857142857143	123.28571428571429	81.14285714285714	0.0	0.06585734720371929	4.3089097544501715	4.243052407246452
2012	AZ	336.38461538461536	193.15384615384616	122.61538461538461	18.76923076923077	1.2307692307692308	0.3076923076923077	0.3076923076923077	170.46153846153845	80.15384615384616	46.61538461538461	0.0	3.0	188.3846153846154	22.46153846153846	122.53846153846153	0.09587551859496253	3.5284503797123574	3.432574861117395
2012	CA	349.72222222222223	202.5	113.75925925925925	25.85185185185185	6.833333333333333	0.37037037037037035	0.4074074074074074	288.7037037037037	87.87037037037037	48.7037037037037	0.14814814814814814	6.7592592592592595	219.5185185185185	110.75925925925925	12.537037037037036	0.23962513294083423	4.1808089930386645	3.9411838600978304
2012	CO	292.19354838709677	198.09677419354838	81.29032258064517	11.903225806451612	0.8709677419354839	0.03225806451612903	0.0	125.80645161290323	69.58064516129032	40.25806451612903	0.0967741935483871	8.806451612903226	203.19354838709677	15.483870967741936	64.61290322580645	0.07647113926778688	3.864997829710112	3.788526690442325
2012	CT	314.875	223.0	75.75	12.875	3.25	0.0	0.0	170.25	78.375	42.375	0.25	3.75	193.25	117.5	0.125	0.14653689032145595	5.391420911833684	5.244884021512228
